Row Id,Territory ID,Year,X,Y,CLC2012,Pop_den,HFP,Dist_settl,Dist_roads
552,SW,2018,4551100.545,3231645.916,103.5208914,56.59813967,12.50323319,309.0541683,576.1127636
553,TB,2018,4507692.76,3214573.919,102.8901214,29.14027059,13.37763629,322.7552726,321.3012833
554,VF,2018,4436248.343,2954599.25,103.8921003,93.18351408,13.8240971,324.9445329,278.9841807
555,VSW,2018,4609010.962,3196588.814,103.3498384,122.4187919,16.15212528,127.7957743,291.7351728
556,WE,2018,4616168.66,3173637.793,104.1787348,97.13034613,19.29232146,143.0340163,497.9671275
557,WEN,2018,4354856.743,3340788.618,103.0962045,112.7591404,16.2354375,230.1080436,250.8609163
558,WTZ,2018,4306144.583,3279611.954,103.3076196,92.65134786,15.48885905,336.5660499,513.8395504
559,WIS,2018,4629941.793,3227618.044,103.5814601,19.8918341,8.516958425,673.2110603,436.3858663
560,MUER,2018,4512814.261,3370826.054,104.5032329,5.972794191,6.667462449,468.2710634,1232.673729
561,OHR,2018,4375536.911,3079629.971,103.7079272,109.5014422,18.29361448,259.4120251,199.6380545
562,PRI,2018,4394284.219,3364584.863,103.1746308,47.66396499,12.18427726,436.9800607,354.3245985
